County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
ARMSTRONG,115,218,166,141,173,161,165,184,205,227,219,219,197,108,82,45,27,10,,,470,1172,1277,1084,1228,1465,1628,1843,2399,3148,4046,3966,3350,2118,1613,951,501,125,16,
ERIE,541,932,976,839,874,839,712,636,701,790,746,625,530,369,247,211,151,72,5,,3151,6932,7904,7527,8066,8563,8458,8633,10567,11840,13734,12971,10185,6565,4438,2646,1461,470,72,9
SCHUYLKILL,274,419,452,427,445,426,408,370,415,494,488,503,410,234,180,169,127,69,6,,1252,2900,2995,3058,3588,3943,4301,4763,5711,6560,7342,7574,6414,4251,2783,1708,923,252,30,
HUNTINGDON,39,79,122,93,98,74,89,87,94,126,115,106,111,87,42,48,18,11,,,190,554,838,833,1094,1075,1210,1244,1447,1567,1816,1959,1774,1243,873,501,245,68,13,
NORTHUMBERLAND,135,234,273,272,307,264,250,229,258,271,243,164,168,122,90,61,54,10,,,673,1622,1845,1875,2201,2510,2493,2736,3313,4047,4676,4754,4085,2784,1987,1243,626,176,21,
LANCASTER,979,1487,1699,1582,1626,1520,1290,1230,1361,1460,1411,1258,1069,864,711,608,445,190,44,,5932,13750,15010,14187,16028,16408,16398,16376,18898,22210,24669,24029,21047,15083,11001,7321,4063,1291,208,9
CAMERON,9,10,12,12,17,20,18,14,22,14,16,14,18,12,,6,,,,,23,60,64,55,53,87,84,94,109,219,263,294,267,162,132,72,44,11,,
MONROE,343,642,762,580,619,539,534,534,641,714,651,565,408,238,143,104,76,19,,,1971,4734,4832,3913,3892,4119,4549,5214,6794,8441,8926,8000,6204,4075,2583,1440,653,165,19,
DAUPHIN,666,1114,1207,1268,1173,1167,1024,951,1063,1069,993,924,815,531,334,276,148,57,17,,3541,7280,7032,8187,8786,9154,9157,9282,11109,12102,13635,12991,10646,6453,4274,2689,1322,372,49,7
CUMBERLAND,585,1609,1301,1232,1399,1347,1251,1225,1298,1280,1328,993,1020,882,619,400,220,62,9,,3378,6490,6720,6902,8291,9287,9250,8755,9866,10697,12000,11989,10772,6865,4588,2870,1578,502,66,9
MCKEAN,69,214,154,149,118,131,148,197,230,263,331,314,215,158,116,64,45,12,,,252,659,669,579,655,735,802,931,1151,1335,1669,1650,1248,846,592,377,210,65,6,
SULLIVAN,7,16,16,19,29,12,27,21,17,40,52,63,57,65,47,23,9,,,,17,54,79,67,80,81,101,107,192,269,384,370,353,236,183,106,40,10,,
CENTRE,202,728,1863,574,430,347,310,261,286,305,280,252,240,157,112,90,63,19,,,1848,4203,9724,6233,5707,5372,5205,4906,5590,6136,6413,6354,5362,3689,2566,1656,771,245,34,
LACKAWANNA,570,873,793,790,813,746,725,624,728,768,728,639,594,389,337,247,166,80,17,,3240,6670,6799,6521,7523,8021,7867,7854,9717,10735,11816,10990,9518,6471,4445,2773,1478,484,58,6
MIFFLIN,53,86,96,100,114,93,106,108,113,136,77,97,91,58,54,29,25,7,,,225,605,681,634,748,808,929,1009,1346,1674,1944,2069,1994,1465,1101,687,307,102,11,
BLAIR,209,420,336,283,274,288,285,266,344,355,388,320,362,213,190,110,81,42,,,876,2150,2330,2090,2420,2699,2950,3033,3799,4393,5468,5708,5000,3254,2414,1383,796,257,35,
CLARION,39,56,90,92,101,81,74,93,92,111,124,118,107,67,48,37,23,10,5,,188,436,645,539,588,629,735,715,1021,1301,1688,1713,1413,1036,812,504,220,55,10,
ADAMS,153,289,294,238,261,245,204,225,242,278,261,234,209,147,104,73,38,15,,,864,2025,2106,1610,1899,2135,2260,2520,3180,3967,4500,4879,4516,3072,2027,1181,557,148,24,
LUZERNE,716,1216,1199,1187,1211,1109,1014,995,1066,1084,969,880,715,510,374,271,195,72,14,,3785,8569,8643,8156,9405,10055,10693,11249,13687,15445,16373,15574,13576,8986,6040,3647,2092,588,77,7
YORK,879,1506,1390,1350,1387,1336,1235,1173,1390,1278,1297,922,779,618,466,339,234,75,10,,4811,10764,9656,9183,10971,12226,13019,13659,16702,19025,21082,20460,17752,11988,7875,4910,2402,722,84,10
LEHIGH,955,1657,1840,1816,1868,1663,1595,1397,1396,1477,1397,1181,897,526,324,316,255,87,14,,6039,12483,12026,12348,14043,14926,15482,15474,17370,19421,20629,18662,15585,10659,7229,4746,2589,778,109,
COLUMBIA,102,208,214,216,196,189,148,145,184,208,158,154,123,85,66,55,41,25,,,669,1424,1556,1465,1695,1816,1809,2085,2448,2895,3392,3413,2898,2055,1351,886,473,127,25,
DELAWARE,1708,2911,2903,2265,2579,2415,2284,2062,2212,2394,2417,2125,1671,1113,837,649,414,162,30,,10430,19543,16459,15751,18553,20662,20337,19540,22584,25484,27518,25200,19522,13529,8827,6004,3297,1065,149,8
TIOGA,65,104,78,76,83,82,86,85,105,105,139,111,126,92,75,52,28,,,,262,653,588,501,556,608,717,761,991,1227,1671,1797,1598,1164,935,466,170,48,11,
WAYNE,95,161,203,177,163,160,155,155,166,182,199,218,256,200,133,84,38,22,,,552,1167,1399,1036,1111,1218,1273,1413,1856,2344,2722,2718,2371,1581,1023,542,257,54,5,
GREENE,45,80,87,71,66,81,77,90,93,111,125,145,119,69,37,25,20,9,,,150,420,525,624,800,774,871,885,1097,1259,1548,1742,1433,949,528,311,165,48,,
BRADFORD,62,111,125,119,100,96,105,115,129,124,167,132,114,110,75,45,31,9,,,353,824,800,766,847,839,930,1030,1460,1847,2199,2274,1967,1584,1106,603,271,76,9,
CARBON,76,203,252,215,212,224,215,209,242,275,274,252,186,105,79,47,29,8,,,645,1446,1440,1262,1540,1646,1779,2136,2676,3141,3579,3528,2923,2102,1267,760,401,126,18,
JUNIATA,17,57,37,25,31,41,48,43,41,44,48,46,44,27,33,19,11,7,,,98,305,339,249,309,337,411,447,639,751,914,1000,892,641,532,314,146,58,,
CLEARFIELD,85,158,170,144,161,157,168,136,203,216,228,184,161,130,92,47,41,12,,,385,1084,1376,1393,1720,1783,1863,2145,2609,3144,3583,3664,3107,2166,1644,957,427,131,17,
NORTHAMPTON,584,1306,1597,1174,1231,1178,1085,1016,1212,1255,1297,1204,1041,506,368,299,203,66,17,,4396,9716,9893,8834,9797,10287,10878,11416,13888,15316,16642,15811,13656,9594,6209,3900,2152,639,88,9
ALLEGHENY,2914,4870,6467,5703,5576,4913,4088,3670,4094,4447,4920,5272,4555,2721,2076,1391,989,321,51,23,16485,33328,42716,50972,56735,54187,47763,42840,49703,56478,66301,62665,49875,31894,22900,14611,8517,2557,323,76
BUTLER,333,579,603,484,567,509,492,442,542,569,613,467,382,250,191,149,93,41,,,2350,5071,4994,4464,5283,6471,6461,6437,8062,8985,10368,9871,8007,5241,3747,2279,1267,364,52,
BEDFORD,35,92,129,104,92,88,107,117,84,110,153,116,88,70,60,55,14,,,,132,369,488,413,488,580,673,779,1079,1342,1817,1937,1653,1275,950,564,253,56,6,
CAMBRIA,207,376,421,365,368,367,321,340,402,412,484,435,328,232,180,138,120,48,9,,873,2270,2427,2285,2487,2670,3063,3437,4210,5111,6739,7410,6247,4106,2750,1804,982,299,40,5
UNION,59,122,140,84,96,115,77,78,96,90,83,67,65,58,45,40,33,11,,,392,1023,1294,679,793,1011,1022,1095,1363,1545,1754,1772,1642,1201,892,578,307,98,7,
WARREN,70,126,127,107,126,149,128,116,158,222,203,238,212,164,101,78,45,17,,,238,609,550,535,621,742,730,779,1076,1436,1786,1843,1497,1019,709,418,204,67,,
MONTOUR,42,56,61,59,66,56,42,54,61,68,73,40,35,21,16,17,16,,5,,299,559,456,661,946,839,730,670,766,966,1109,1128,913,653,483,356,178,50,8,
LAWRENCE,168,273,274,262,234,269,261,274,316,309,318,325,250,185,139,119,62,17,5,,534,1481,1550,1387,1603,1846,2062,2098,2870,3302,4252,4172,3510,2286,1704,1063,552,166,28,
SNYDER,31,96,98,86,77,80,80,64,86,109,82,82,58,66,40,19,14,,,,236,654,691,511,639,684,763,886,1155,1336,1470,1590,1421,1065,709,416,204,65,7,
CRAWFORD,102,219,223,209,207,180,193,197,203,252,228,201,174,115,94,58,37,10,9,,552,1491,1821,1334,1568,1738,1850,1956,2476,2972,3708,3794,3358,2418,1625,933,522,158,19,
PERRY,64,125,153,90,139,133,107,124,164,185,207,178,260,147,119,59,30,9,,,302,630,690,657,769,898,1038,1127,1423,1793,2121,2253,1873,1220,743,441,180,35,,
BEAVER,313,498,498,436,500,523,571,542,555,636,724,509,363,204,146,103,63,28,,,1341,3087,3023,3194,3846,4355,4524,4387,5525,6876,8179,8220,6886,4566,3399,2069,1116,276,26,
BERKS,1139,1784,1779,1600,1648,1521,1454,1487,1485,1609,1428,1511,1486,979,716,612,418,139,33,5,5124,11226,10803,9983,11294,12607,13251,13996,16841,19283,20187,18124,15182,10104,6691,4344,2250,587,81,12
LYCOMING,160,317,337,353,341,313,301,295,317,363,368,296,256,179,123,102,90,27,,,712,1883,2189,2097,2559,2812,2742,2808,3611,4336,5349,5527,4727,3157,2126,1428,709,225,36,
WESTMORELAND,618,1098,1046,980,993,1004,960,932,1205,1281,1417,1372,1217,738,559,365,287,94,17,5,3272,7465,7693,7105,7963,8939,9512,9944,12970,15470,19026,18972,16294,10729,7536,4807,2581,729,93,12
JEFFERSON,54,120,106,93,86,107,94,106,115,117,132,134,123,72,59,46,43,10,,,206,567,661,570,680,818,875,951,1204,1557,2094,2170,1851,1317,1013,630,330,99,16,
PHILADELPHIA,1481,2588,2725,3276,3586,3061,2652,2194,2396,2406,2390,1808,1509,862,678,436,224,94,17,,4387,7422,7485,11983,13272,11250,9808,8700,9359,9875,9593,7668,5943,4254,2921,1870,1006,322,49,30
FRANKLIN,221,386,400,355,383,344,366,351,376,373,359,273,266,204,160,126,73,46,5,,1136,2472,2297,2046,2564,2876,2991,3324,3875,4460,5213,5791,5638,4196,2923,1882,965,280,36,
FOREST,6,9,7,12,7,10,9,18,34,19,24,19,16,18,11,10,,,,,14,49,152,364,503,468,412,316,371,421,395,424,319,223,164,84,24,5,,
